ID_CLUSTER	ID	DESCRIPTION	CRAWL_SOURCE	PROPERTY_TYPE	SURFACE	ROOM_COUNT	PRICE	PRICE_M2	DEALER_NAME	DEALER_TYPE	URL	NEW_BUILD	IMAGES	LAND_SURFACE	TERRACE_SURFACE	BEDROOM_COUNT	FURNISHED	GARDEN	SWIMMING_POOL	TERRACE	PARKING	PARKING_COUNT	HEATING_TYPES	HEATING_MODE	FLOOR	FLOOR_COUNT	CONSTRUCTION_YEAR	ELEVATOR	CARETAKER	MARKETING_TYPE	PRICE_EVENTS	RENTAL_EXPENSES	RENTAL_EXPENSES_INCLUDED	DEPOSIT	FEES	FEES_INCLUDED	EXCLUSIVE_MANDATE	AGENCIES_UNWANTED	OCCUPIED	CITY_ID	CITY	ZIP_CODE	DEPT_CODE	PUBLICATION_START_DATE	LAST_CRAWL_DATE	LAST_PRICE_DECREASE_DATE
1	4e8ca460-adfa-11e9-81e9-5f24299f2ef3	MAIRIE - Très belle boutique de 55 m² avec 6m de vitrine, une cave.Entièrement refaite à neuf en septembre 2014. Bail neuf 80000 fai Loyer 1454 € ttc.	EXPLORIMMO	PREMISES	55.0	3.0	66600.0	1210.91	Consultants Immobilier Neuilly Saint-James	AGENCY	https://immobilier.lefigaro.fr/annonces/annonce-24028103.html	False	["http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/4344045959cbb7ae6e52e2.63558082_14bff06685_800.jpg","http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/18841214459cbb7ac4c39e8.60069771_e807952757_800.jpg","http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/11357337959cbb7ade18f37.56145757_e818006add_800.jpg","http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/161615527459cbb7af2b5e85.30895039_bb37f9a79d_900.jpg","http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/69429055759cbb7afbe1270.92349622_1ed6606a53_800.jpg","http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/94189434159cbb7b0473c61.32260402_8ec2699eaa_800.jpg","http://d1qfj231ug7wdu.cloudfront.net/pictures/estate/1995/1994237/198050139459cbb7b1160492.12551571_4ab7964d0f_800.jpg"]								False		[]							SALE	[{"price":66600.0,"date":"2019-07-24"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-24T10:03:37.685	2019-08-15T15:41:24.023	
1	afccb510-ad9d-11e9-b2a8-2ba200c38b32	MAIRIE - Très belle boutique de 55 m² avec 6m de vitrine, une cave. Entièrement refaite ? Neuf en septembre 2014. Bail neuf 80000 fai Loyer 1454 euros TTC.	SE_LOGER	PREMISES	55.0	3.0	66600.0	1210.91	Consultants Immobilier Neuilly Saint-James	AGENCY	https://www.seloger.com/annonces/achat-de-prestige/boutique/levallois-perret-92/hotel-de-ville-planchette/149723537.htm	False	["https://pix.yanport.com/ads/afccb510-ad9d-11e9-b2a8-2ba200c38b32/image_b4d237110330338a3d8bcae7834fa8d4.jpg","https://v.seloger.com/s/width/800/visuels/1/b/n/j/1bnjop2ah60vsi6bxj0cbje6rte8x7qr6q80sem1s.jpg","https://v.seloger.com/s/width/800/visuels/0/w/e/2/0we2lekfadtogdg7us2kejzartxvhb66gaz1gex40.jpg","https://v.seloger.com/s/height/800/visuels/1/2/s/c/12scglz7i0lhksxqp72ok1c9htr472y4xchodg09k.jpg","https://v.seloger.com/s/width/800/visuels/1/b/y/1/1by13ewl22zxstp4hnmukf9dehc0qyw4mus40qyw0.jpg","https://v.seloger.com/s/width/800/visuels/0/b/0/y/0b0yq8qjscjpnhfchnrpjg6oqm3it53manft3b1gg.jpg","https://v.seloger.com/s/width/800/visuels/1/n/e/8/1ne8h7b0aj7v0e40h5e436n7sy7g4xhfvql4l915s.jpg"]								False		[]	INDIVIDUAL						SALE	[{"price":66600.0,"date":"2019-07-23"}]						False		False	54178039	Levallois-Perret	92300.0	92	2019-07-23T23:00:36.389	2019-08-15T06:40:06.9	
																																													
2	8f377190-b23f-11e9-81e9-5f24299f2ef3	Asnières, Avenue d'Argenteuil, dans belle copropriété pavillonnaire , une maison en parfait état avec étage, comprenant entrée, débarras, cuisine, double séjour de 30m² avec cheminée, grand jardin privatif et terrasse, 3 chambres ,une salle de bains, une salle d'eau et des WC séparés. L'appartement dispose d'un box et d'une place de parking en sous-sol. Revenus mensuels minimum exigés 5670.00€. Mise à jour le 08/08/2019 Demander des infos sur ce bien Référence annonce AVENDREALOUER : ZK1-1496	A_VENDRE_A_LOUER	HOUSE	92.0	4.0	1890.0	20.54	Levallois Immobilier	AGENCY	https://www.avendrealouer.fr/location/levallois-perret-92/b-maison/4-pieces/loc-101-42762/fd-28254480.html	False	["https://pix.yanport.com/ads/8f377190-b23f-11e9-81e9-5f24299f2ef3/image_9104691b6d737224200c282665825494.jpg","https://cf-medias.avendrealouer.fr/image/_1156817554_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817555_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817556_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817557_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817558_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817559_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817560_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817561_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817562_d.jpg","https://cf-medias.avendrealouer.fr/image/_1156817563_d.jpg"]	25.0			False			1.0	False		["GAS"]	INDIVIDUAL	0.0					RENT	[{"price":1890.0,"date":"2019-06-21"}]	300.0	True				False			54178039	Levallois-Perret	92300.0	92	2019-06-21T17:15:26.99	2019-08-13T23:18:53.993	
2	fb9528c0-c5c0-11e9-92d3-cb429fb9e457	Asnières, Avenue d'Argenteuil, dans belle copropriété pavillonnaire , une maison en parfait état avec étage, comprenant entrée, débarras, cuisine, double séjour de 30m² avec cheminée, grand jardin privatif et terrasse, 3 chambres ,une salle de bains, une salle d'eau et des WC séparés. L'appartement dispose d'un box et d'une place de parking en sous-sol. Revenus mensuels minimum exigés 5670.00€.	MEILLEURS_AGENTS	HOUSE	92.0	4.0	1890.0	20.54	Levallois immobilier	AGENCY	https://www.meilleursagents.com/annonces/location/1968211267/	False	["http://thumbor.meilleursagents.com/xUyGqi1eQ2-8NYCm5ILveMMkjc8=/x800/filters:no_upscale()/listings/32/38/3238259cfc3b8571625b50452aaab8be90b67f94.jpg","http://thumbor.meilleursagents.com/wGEWFCxRn3MUp1fOIg0JrEtFlms=/x800/filters:no_upscale()/listings/c3/cc/c3cc245dc181657232bf61502d1162e7470a69ba.jpg","http://thumbor.meilleursagents.com/tg6GiQoaYoRWxmlxsly__h9mupI=/x800/filters:no_upscale()/listings/44/fa/44fabd9fa6c7f442995460c5d0a315c79364a6be.jpg","http://thumbor.meilleursagents.com/7HCfsakJsoX0QseCuqjtrxsD9dw=/x800/filters:no_upscale()/listings/a9/7f/a97f982987371af390ca30b1ee8c559d1c5b64e1.jpg","http://thumbor.meilleursagents.com/lfKjLExD3fZlywNfK4Ig9Ve1xaU=/x800/filters:no_upscale()/listings/ab/ba/abbaf60c0709b363e6667c141be4ac12445b755c.jpg","http://thumbor.meilleursagents.com/xyMiCQV7zm_ZKS0tBftJ9ZbQ7aQ=/x800/filters:no_upscale()/listings/84/f2/84f22c3931731c06de3973803a0ffa9184c9979c.jpg","http://thumbor.meilleursagents.com/LLE7oNX5IxJ1QkMnwHRTuv9_IuY=/x800/filters:no_upscale()/listings/8f/69/8f695904fb82097249bfddb54920a8918f7b8130.jpg","http://thumbor.meilleursagents.com/7g0K_17Fx7gGFKLV0_4Tjli6fmc=/x800/filters:no_upscale()/listings/30/d0/30d0aabde661c52650a81eea1c114260710a07cf.jpg","http://thumbor.meilleursagents.com/VyJBjSkPjXYVsiS7r74hgt70Crc=/x800/filters:no_upscale()/listings/b0/3f/b03fe8d8e14884a7081252354ca1018511fa06ac.jpg","http://thumbor.meilleursagents.com/B8RN1JG8QGjOST6AsjmsaBojCp4=/x800/filters:no_upscale()/listings/6c/45/6c456fa442cf36bd5bb8f08257a0f1a736e8b2fd.jpg"]	25.0		3.0	False			1.0	True	2.0	[]	INDIVIDUAL						RENT	[{"price":1890.0,"date":"2019-06-20"}]	300.0	True				False			54178039	Levallois-Perret	92300.0	92	2019-06-20T11:22:16.263	2019-08-23T16:13:44.096	
																																													
3	6d9f6100-736a-11e9-adc1-59e67c527828	A 2 minutes du métro Louise Michel, proche toutes commodités (transports, commerces et écoles), maison de ville de 5 pièces sur deux niveaux au sein d'une petite copropriété bien entretenue. A visiter sans tarder, idéal pour les familles : charmante maison de ville récemment rénovée à la décoration soignée. Situé à quelques pas du quartier Louise Michel, ce 5 pièces est composé au rez-de-chaussée : d'une cuisine ouverte (aménagée et équipée) donnant sur la salle à manger, puis d'un agréable séjour avec un coin lecture et d'un wc séparé. Pour la partie nuit : le premier étage offre une suite parentale avec son dressing et sa salle de bains, deux chambres avec une salle d'eau et un wc séparé. Le deuxième étage dessert une dernière chambre avec une salle d'eau. Aucune perte de place avec de beaux volumes. Nombreux rangements et belles prestations.Le bien comprend 2 lots, et il est situé dans une copropriété de 63 lots (les charges courantes annuelles moyennes de copropriété sont de 1200€). Contactez votre conseiller SAFTI : Leila CALMARD, Tél. : 06 61 55 52 48, E-mail : leila.calmard@safti.fr - Agent commercial immatriculé au RSAC de NANTERRE sous le numéro 493 190 714 Réf. annonce : 354908	LOGIC_IMMO	HOUSE	127.0	5.0	1290000.0	10157.48	Safti	MANDATARY	https://www.logic-immo.com/detail-vente-6415a491-7d1c-b54c-5c45-2721b51d284c.htm	False	["https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/a/a18d15a3-9a85-4325-9234-e817dbbec3ea.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/a/a18d15a3-9a85-4325-9234-e817dbbec3ea.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/8/82b46683-b8c5-4f31-8f21-05e4768df60d.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/0/0a28a1b6-84f0-475e-b272-463078ce37db.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/a/ae63655b-41be-4f11-9e1f-b06547f81ee9.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/7/7c075308-12b8-4cef-b108-960112b54380.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/8/83aefb46-6166-4057-a971-132376f02ed8.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/2/28bbee26-d376-4e44-9e52-ab5f69dee0c7.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/c/cf44f9ec-995c-4189-a233-d987e4f682b3.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/1/14545ca8-a8a7-4a65-a160-24bcd6cc0072.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/641/8/8a38d9d1-7582-4c3e-84f5-06f0b4842310.jpg"]								False		[]							SALE	[{"price":1290000.0,"date":"2019-05-10"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-05-10T21:27:34.429	2019-08-06T21:49:32.103	
3	adf261e0-7328-11e9-adc1-59e67c527828	Levallois, quartier métro louise michel, bien rare : charmante maison de ville en 5 pièces sur deux niveaux. A 2 minutes du métro Louise Michel, proche toutes commodités (transports, commerces et écoles), maison de ville de 5 pièces sur deux niveaux au sein dune petite copropriété bien entretenue. A visiter sans tarder, idéal pour les familles : charmante maison de ville récemment rénovée à la décoration soignée. Situé à quelques pas du quartier Louise Michel, ce 5 pièces est composé au rez-de-chaussée : dune cuisine ouverte (aménagée et équipée) donnant sur la salle à manger, puis dun agréable séjour avec un coin lecture et dun wc séparé. Pour la partie nuit : le premier étage offre une suite parentale avec son dressing et sa salle de bains, deux chambres avec une salle deau et un wc séparé. Le deuxième étage dessert une dernière chambre avec une salle deau. Aucune perte de place avec de beaux volumes. Nombreux rangements et belles prestations. Le bien comprend 2 lots, et il est situé dans une copropriété de 63 lots (les charges courantes annuelles moyennes de copropriété sont de 1200 euros). Prix de vente : 1 290 000 euros Honoraires charge vendeur Contactez votre conseiller SAFTI : Leila CALMARD - Agent commercial immatriculé au RSAC de NANTERRE sous le numéro 493 190 714 Honoraires à la charge du Vendeur Bien En copropriété : OUI Nombre de lots de la copropriété : 63 Montant moyen des Charges annuelles : 1200 euros Procédure sur le Syndicat des copropriétaires : NON	PARU_VENDU	HOUSE	127.0	5.0	1290000.0	10157.48	Safti	MANDATARY	https://www.paruvendu.fr/immobilier/prestige/maison/levallois-quartier-metro-louise-michel-bien-rare-charman/1235050229A1KIVHMN000	False	["https://media.paruvendu.fr/media_ext/_https_/photo.safti.fr/cf/c1/L2JpZW5zLzMvNTQvMzU0OTA4L2YwMWU3ZGExZTFhN2M4MDBjNjM5YjVkMTViZTY4ZWUwZjkzZGQ0YWUvZy5qcGc?20190806","https://media.paruvendu.fr/media_ext/_https_/photo.safti.fr/75/3e/L2JpZW5zLzMvNTQvMzU0OTA4LzU5MWI4YmVjYTRlZjc1NDAwZGE0NjY0NjRlNzc5OWE2MzgwZmFmYjEvZy5qcGc?20190806","https://media.paruvendu.fr/media_ext/_https_/photo.safti.fr/8a/4b/L2JpZW5zLzMvNTQvMzU0OTA4LzE2MWQwMjcxMDMwZDAzZTg0MWExNjdlMDFkZGMyOGNiODI1YjRmYzcvZy5qcGc?20190806"]			4.0					False		[]							SALE	[{"price":1290000.0,"date":"2019-05-10"}]						False		False	54178039	Levallois-Perret	92300.0	92	2019-05-10T13:36:54.149	2019-08-06T17:49:24.505	
																																													
4	18037780-7ede-11e8-9715-3760d659752c	Levallois - Rue Paul Vaillant Couturier / La Poste/ Rue Marius Aufan Un beau Parking à vendre dans un immeuble récent. Prix 24.000€.	SE_LOGER	PARKING	15.0		24000.0	1600.0	Groupe Auteuil	AGENCY	https://www.seloger.com/annonces/achat/parking/levallois-perret-92/hotel-de-ville-planchette/135670079.htm		["https://v.seloger.com/s/cdn/x/visuels/0/4/j/v/04jvoypbek2q1wmsecndblktam8a6eqfo4lncogfq.jpg"]								False		[]							SALE	[{"price":25000.0,"date":"2018-07-03"},{"price":24000.0,"date":"2019-03-17"}]						False		False	54178039	Levallois-Perret	92300.0	92	2018-07-03T16:28:17.99	2019-08-11T02:39:34.966	2019-03-17
